link,Name,Brand,fl_oz,calories,Caffeine,mg/floz,Type,pic_link
/caffeine-content/diet-coke-with-splenda,Diet Coke with Splenda,other,12,0,46,3.8,Soda,https://www.caffeineinformer.com/wp-content/caffeine/diet-coke-with-splenda.jpg
/caffeine-content/diet-dr-pepper,Diet Dr Pepper,other,12,0,41,3.4,Soda,https://www.caffeineinformer.com/wp-content/caffeine/diet-dr-pepper.jpg
/caffeine-content/diet-mountain-dew,Diet Mountain Dew,other,12,0,54,4.5,Soda,https://www.caffeineinformer.com/wp-content/caffeine/diet-mountain-dew.jpg
/caffeine-content/diet-pepsi-cola,Diet Pepsi,other,12,0,35,2.9,Soda,https://www.caffeineinformer.com/wp-content/caffeine/diet-pepsi-cola.jpg
/caffeine-content/diet-rc-cola,Diet RC Cola,other,12,0,48,4,Soda,https://www.caffeineinformer.com/wp-content/caffeine/diet-rc-cola.jpg
/caffeine-content/diet-pepsi-wild-cherry,Diet Wild Cherry Pepsi,other,12,0,38,3.2,Soda,https://www.caffeineinformer.com/wp-content/caffeine/diet-pepsi-wild-cherry.jpg
/caffeine-content/doc-360-soda,doc Soda,other,12,150,60,5,Soda,https://www.caffeineinformer.com/wp-content/caffeine/doc-360-soda.jpg
/caffeine-content/double-cola,Double Cola,other,12,160,36,3,Soda,https://www.caffeineinformer.com/wp-content/caffeine/double-cola.jpg
/caffeine-content/dr-pepper,Dr Pepper,other,12,150,42,3.5,Soda,https://www.caffeineinformer.com/wp-content/caffeine/dr-pepper.jpg
/caffeine-content/dr-pepper-10-soda,Dr Pepper 10,other,12,10,51,4.2,Soda,https://www.caffeineinformer.com/wp-content/caffeine/dr-pepper-10-soda.jpg
/caffeine-content/dr-shasta-soda,Dr Shasta Soda,other,12,0,29,2.4,Soda,https://www.caffeineinformer.com/wp-content/caffeine/dr-shasta-soda.jpg
/caffeine-content/driftaway-coffee,Driftaway Coffee,other,8,0,160,20,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/driftaway-coffee.jpg
/caffeine-content/kyoto-coffee,Dripdash Kyoto Coffee,other,6,0,225,37.5,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/kyoto-coffee.jpg
/caffeine-content/duff-energy-drink,Duff Energy Drink,other,12,170,120,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/duff-energy-drink.jpg
/caffeine-content/dunkin-shot-in-the-dark,Dunkin Donuts Shot In The Dark,Dunkin',8.1,80,134,16.5,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/dunkin-shot-in-the-dark.jpg
/caffeine-content/dunkin-cold-brew-coffee,Dunkin' Cold Brew,Dunkin',24,5,260,10.8,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/dunkin-cold-brew-coffee.jpg
/caffeine-content/dunkin-donuts-coffee,Dunkin' Donuts Brewed Coffee,Dunkin',14,5,210,15,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/dunkin-donuts-coffee.jpg
/caffeine-content/dunkaccino,Dunkin' Donuts Dunkaccino,Dunkin',14,350,83,5.9,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/dunkaccino.jpg
/caffeine-content/dunkin-extra-charged-coffee,Dunkin' Donuts Extra Charged Coffee,Dunkin',14,10,252,18,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/dunkin-extra-charged-coffee.jpg
/caffeine-content/dunkin-iced-coffee,Dunkin' Donuts Iced Coffee,Dunkin',24,5,294,12.2,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/dunkin-iced-coffee.jpg
/caffeine-content/dunkin-iced-latte,Dunkin' Donuts Iced Latte,Dunkin',24,100,166,6.9,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/dunkin-iced-latte.jpg
/caffeine-content/dunkin-iced-tea,Dunkin' Donuts Iced Tea,Dunkin',24,230,63,2.6,Tea,https://www.caffeineinformer.com/wp-content/caffeine/dunkin-iced-tea.jpg
/caffeine-content/dunkin-donuts-latte,Dunkin' Donuts Latte,Dunkin',14,100,166,11.9,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/dunkin-donuts-latte.jpg
/caffeine-content/blue-rebel-energy-drink,Dutch Bros Blue Rebel Energy Drink,other,8.4,160,80,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/blue-rebel-energy-drink.jpg
/caffeine-content/dutch-bros-coffee,Dutch Bros Coffee (Classic),other,20,10,187,9.3,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/dutch-bros-coffee.jpg
/caffeine-content/dynapep-energy-shot,DynaPep,other,0.14,0,100,714.3,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/dynapep-energy-shot.jpg
/caffeine-content/e6-energy-shot,E6 Energy Shot,other,1.93,0,235,121.8,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/e6-energy-shot.jpg
/caffeine-content/eboost-energy-drink,EBOOST Energy Drink Mix,other,8,5,110,13.8,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/eboost-energy-drink.jpg
/caffeine-content/eboost-super-fuel,EBOOST Super Fuel,other,12,20,110,9.2,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/eboost-super-fuel.jpg
/caffeine-content/eboost-workout,EBOOST Workout Crusher Mix,other,8,40,175,21.9,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/eboost-workout.jpg
/caffeine-content/eight-o-clock,Eight O'Clock Coffee,other,8,0,112,14,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/eight-o-clock.jpg
/caffeine-content/einstein-bros-coffee,Einstein Bros Coffee,other,16,0,206,12.9,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/einstein-bros-coffee.jpg
/caffeine-content/electric-monkey-wild,Electric Monkey Wild Energy Drink,other,16,220,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/electric-monkey-wild.jpg
/caffeine-content/enerbee,EnerBee Energy Drink,other,12,80,100,8.3,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/enerbee.jpg
/caffeine-content/equip-pure-energy,Equip Pure Energy Shot,other,1.8,35,100,55.6,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/equip-pure-energy.jpg
/caffeine-content/espresso-monster,Espresso Monster,other,8.4,170,160,19,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/espresso-monster.jpg
/caffeine-content/espresso,Espresso Shot,other,1.5,0,77,51.3,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/espresso.jpg
/caffeine-content/eternal-extra-strength,Eternal Energy Extra Strength,other,1.93,0,280,145.1,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/eternal-extra-strength.jpg
/caffeine-content/eternal-energy-shot,Eternal Energy Shot,other,1.93,0,230,119.2,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/eternal-energy-shot.jpg
/caffeine-content/euroshopper-energy-drink,Euro Shopper Energy Drink (EU),other,8.46,115,80,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/euroshopper-energy-drink.jpg
/caffeine-content/fakeer-energy-drink,Fakeer Energy Drink (EU),other,12.52,148,118,9.4,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/fakeer-energy-drink.jpg
/caffeine-content/fanta-soft-drinks,Fanta,other,12,160,0,0,Soda,https://www.caffeineinformer.com/wp-content/caffeine/fanta-soft-drinks.jpg
/caffeine-content/fast-lane,Fast Lane Black Tea,other,8,0,110,13.8,Tea,https://www.caffeineinformer.com/wp-content/caffeine/fast-lane.jpg
/caffeine-content/faygo-cola,Faygo Cola,other,12,165,43,3.6,Soda,https://www.caffeineinformer.com/wp-content/caffeine/faygo-cola.jpg
/caffeine-content/faygo-moon-mist,Faygo Moon Mist,other,12,150,20,1.6,Soda,https://www.caffeineinformer.com/wp-content/caffeine/faygo-moon-mist.jpg
/caffeine-content/flat-white-coffee,Flat White,other,12,170,130,10.8,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/flat-white-coffee.jpg
/caffeine-content/folgers,Folgers Coffee,other,8,0,112,14,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/folgers.jpg
/caffeine-content/forto-coffee,Forto Organic Coffee Shot,other,2,35,225,112.5,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/forto-coffee.jpg
/caffeine-content/freeway-cola,Freeway Cola,other,11.16,135,32,2.9,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/freeway-cola.jpg
/caffeine-content/fresca,Fresca,other,12,0,0,0,Soda,https://www.caffeineinformer.com/wp-content/caffeine/fresca.jpg
/caffeine-content/fritz-kola,Fritz Kola (EU),other,11.16,135,83,7.4,Soda,https://www.caffeineinformer.com/wp-content/caffeine/fritz-kola.jpg
/caffeine-content/full-throttle-energy-drink,Full Throttle Energy Drink,other,16,220,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/full-throttle-energy-drink.jpg
/caffeine-content/fuze-iced-tea,Fuze Iced Tea,other,24,160,24,1,Tea,https://www.caffeineinformer.com/wp-content/caffeine/fuze-iced-tea.jpg
/caffeine-content/gatorade-energize,Gatorade Bolt 24 Energize,other,16.9,40,75,4.4,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/gatorade-energize.jpg
/caffeine-content/gatorade-fast-twitch,Gatorade Fast Twitch,other,12,5,200,16.7,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/gatorade-fast-twitch.jpg
/caffeine-content/g-fuel-rtd-energy-drink,GFuel Cans,other,16,0,300,18.8,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/g-fuel-rtd-energy-drink.jpg
/caffeine-content/g-fuel-energy-drink-mix,GFuel Energy Drink Mix,other,16,15,140,8.8,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/g-fuel-energy-drink-mix.jpg
/caffeine-content/ghost,Ghost Energy Drink,other,16,5,200,12.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/ghost.jpg
/caffeine-content/ginger-ale-beer,Ginger Ale,other,12,140,0,0,Soda,https://www.caffeineinformer.com/wp-content/caffeine/ginger-ale-beer.jpg
/caffeine-content/gloria-jeans-coffee,Gloria Jean's Coffee,other,2.028,0,67,33,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/gloria-jeans-coffee.jpg
/caffeine-content/go-fast-energy-drink,Go Fast Energy Drink,other,16,200,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/go-fast-energy-drink.jpg
/caffeine-content/go-fast-high-octane,Go Fast High Octane Energy Drink,other,16,0,300,18.8,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/go-fast-high-octane.jpg
/caffeine-content/go-girl-energy-drink,Go Girl Energy Drink,other,12,25,100,8.3,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/go-girl-energy-drink.jpg
/caffeine-content/goat-fuel,Goat Fuel,other,12,15,200,16.7,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/goat-fuel.jpg
/caffeine-content/gold-peak-coffee,Gold Peak Coffee,other,8,5,126,15.8,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/gold-peak-coffee.jpg
/caffeine-content/gold-peak-tea,Gold Peak Tea,other,18.5,0,48,2.6,Tea,https://www.caffeineinformer.com/wp-content/caffeine/gold-peak-tea.jpg
/caffeine-content/gothrider-gasoline,Gothrider Gasoline Coffee,other,8,0,200,25,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/gothrider-gasoline.jpg
/caffeine-content/gourmesso,Gourmesso Coffee Pods,other,1.35,0,65,48.1,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/gourmesso.jpg
/caffeine-content/walmart-energy-drink-enhancer,Great Value Energy Drink Enhancers,other,8,0,50,6.2,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/walmart-energy-drink-enhancer.jpg
/caffeine-content/walmart-energy-drink-mix,Great Value Energy Drink Mix,other,16,10,120,7.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/walmart-energy-drink-mix.jpg
/caffeine-content/greek-coffee,Greek Coffee (Metrios),other,2,25,50,25,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/greek-coffee.jpg
/caffeine-content/green-cola,Green Cola,other,12,0,37,3.1,Soda,https://www.caffeineinformer.com/wp-content/caffeine/green-cola.jpg
/caffeine-content/gridlock-aldi,Gridlock Energy Drink,other,16,200,140,8.8,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/gridlock-aldi.jpg
/caffeine-content/guayaki-lemon-elation-energy-drink,Guayaki Canned Yerba Mate,other,15.5,120,150,9.7,Tea,https://www.caffeineinformer.com/wp-content/caffeine/guayaki-lemon-elation-energy-drink.jpg
/caffeine-content/guayaki-pure-yerba-mate,Guayaki Yerba Mate Bottled Tea,other,16,80,140,8.8,Tea,https://www.caffeineinformer.com/wp-content/caffeine/guayaki-pure-yerba-mate.jpg
/caffeine-content/guayusa-tea,Guayusa Tea,other,8,0,41,5.1,Tea,https://www.caffeineinformer.com/wp-content/caffeine/guayusa-tea.jpg
/caffeine-content/guru,GURU Energy Drink,other,12,115,140,11.7,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/guru.jpg
/caffeine-content/guru-energy-water,GURU Sparkling Energy Water,other,12,0,100,8.3,Water,https://www.caffeineinformer.com/wp-content/caffeine/guru-energy-water.jpg
/caffeine-content/gym-brew-coffee,GymBrew Coffee,other,12,4,333,27.8,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/gym-brew-coffee.jpg
/caffeine-content/hell-energy-coffee,Hell Energy Coffee,other,8.46,150,100,11.8,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/hell-energy-coffee.jpg
/caffeine-content/hell-energy-drink,Hell Energy Drink (EU),other,8.46,115,80,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/hell-energy-drink.jpg
/caffeine-content/heroec-water,Heroec Energy Water,other,16.9,0,60,3.6,Water,https://www.caffeineinformer.com/wp-content/caffeine/heroec-water.jpg
/caffeine-content/hi-ball-energy-drink,Hi Ball Energy Drink,other,16,0,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/hi-ball-energy-drink.jpg
/caffeine-content/hicaf-tea,HICAF Tea,other,8,0,110,13.8,Tea,https://www.caffeineinformer.com/wp-content/caffeine/hicaf-tea.jpg
/caffeine-content/high-brew-coffee,High Brew Coffee,other,8,50,140,17.5,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/high-brew-coffee.jpg
/caffeine-content/high-voltage,High Voltage Coffee (AU),other,12,0,1150,95.8,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/high-voltage.jpg
/caffeine-content/hint-kick-water,Hint Caffeine Kick Water,other,16,0,60,3.8,Water,https://www.caffeineinformer.com/wp-content/caffeine/hint-kick-water.jpg
/caffeine-content/honest-teas,Honest Iced Tea,other,16.9,70,63,3.7,Tea,https://www.caffeineinformer.com/wp-content/caffeine/honest-teas.jpg
/caffeine-content/hyde-xtreme,Hyde Xtreme,other,12,0,400,33.3,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/hyde-xtreme.jpg
/caffeine-content/hype-energy-drinks,Hype Energy Drink (EU),other,8.46,108,80,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/hype-energy-drinks.jpg
/caffeine-content/ibc-root-beer,IBC Root Beer,other,12,160,0,0,Soda,https://www.caffeineinformer.com/wp-content/caffeine/ibc-root-beer.jpg
/caffeine-content/illy-issimo-latte-macchiato,Illy Issimo Cafe,other,6.8,45,155,22.8,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/illy-issimo-latte-macchiato.jpg
/caffeine-content/inca-kola,Inca Kola,other,12,140,38,3.2,Soda,https://www.caffeineinformer.com/wp-content/caffeine/inca-kola.jpg
/caffeine-content/indulgio-cappuccinos,Indulgio Cappuccino,other,8,79,20,2.5,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/indulgio-cappuccinos.jpg
/caffeine-content/inkos-white-tea-energy,Inko's White Tea Energy,other,15.5,100,165,10.6,Tea,https://www.caffeineinformer.com/wp-content/caffeine/inkos-white-tea-energy.jpg
/caffeine-content/international-delight,International Delight Iced Coffee,other,12,180,88,7.3,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/international-delight.jpg
/caffeine-content/irn-bru-32-energy-drink,Irn Bru (UK),other,11.16,65,30,2.7,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/irn-bru-32-energy-drink.jpg
/caffeine-content/java-kick,Java Kick Coffee Cola,other,12,130,100,8.3,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/java-kick.jpg
/caffeine-content/java-monster,Java Monster,other,15,220,200,13.3,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/java-monster.jpg
/caffeine-content/java-monster-triple-shot,Java Monster 300,other,15,200,300,20,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/java-monster-triple-shot.jpg
/caffeine-content/joker-energy-drink,Joker Mad Energy,other,16,260,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/joker-energy-drink.jpg
/caffeine-content/juice-monster,Juice Monster,other,16,160,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/juice-monster.jpg
/caffeine-content/juvee,Juvee,other,12,5,128,10.7,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/juvee.jpg
/caffeine-content/keurig-decaf,K Cup Decaf,other,8,0,4,0.5,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/keurig-decaf.jpg
/caffeine-content/k-cup-tea,K Cup Tea,other,8,0,41,5.1,Tea,https://www.caffeineinformer.com/wp-content/caffeine/k-cup-tea.jpg
/caffeine-content/k-cup-coffee,K-Cup Coffee,other,8,0,100,12.5,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/k-cup-coffee.jpg
/caffeine-content/kaffn8,Kaffn8 Liquified Caffeine,other,0.25,0,75,300,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/kaffn8.jpg
/caffeine-content/kickapoo,Kickapoo Soda: Joy Juice & Fruit Shine,other,12,190,40,3.3,Soda,https://www.caffeineinformer.com/wp-content/caffeine/kickapoo.jpg
/caffeine-content/kill-cliff,Kill Cliff Energy X Recover,other,12,20,25,2.1,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/kill-cliff.jpg
/caffeine-content/kill-cliff-ignite-energy-drink,Kill Cliff Ignite,other,12,25,150,12.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/kill-cliff-ignite-energy-drink.jpg
/caffeine-content/killer-coffee,Killer Coffee (AU),other,8.46,0,430,50.8,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/killer-coffee.jpg
/caffeine-content/kin-euphorics,Kin Spritz,other,8,25,50,6.2,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/kin-euphorics.jpg
/caffeine-content/kirkland-energy-shot,Kirkland Energy Shot,other,2,5,180,90,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/kirkland-energy-shot.jpg
/caffeine-content/koe,KOE Kombucha,other,12,35,15,1.2,Tea,https://www.caffeineinformer.com/wp-content/caffeine/koe.jpg
/caffeine-content/kombucha-tea,Kombucha Tea,other,8,30,24,3,Tea,https://www.caffeineinformer.com/wp-content/caffeine/kombucha-tea.jpg
/caffeine-content/kona-gold,Kona Gold Energy Drink,other,12,150,115,9.6,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/kona-gold.jpg
/caffeine-content/la-colombe-cold-brew-coffee,La Colombe Cold Brew ,other,9,5,180,20,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/la-colombe-cold-brew-coffee.jpg
/caffeine-content/draft-latte,La Colombe Draft Latte,other,9,90,120,13.3,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/draft-latte.jpg
/caffeine-content/la-croix,La Croix Sparkling Water,other,12,0,0,0,Water,https://www.caffeineinformer.com/wp-content/caffeine/la-croix.jpg
/caffeine-content/latte,Latte,other,160,160,154,9.6,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/latte.jpg
/caffeine-content/levlup,LevlUp Gaming Booster,other,16.91,8,250,14.8,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/levlup.jpg
/caffeine-content/limitless-caffeinated-sparkling-water,Limitless Sparkling Water,other,12,0,35,2.9,Water,https://www.caffeineinformer.com/wp-content/caffeine/limitless-caffeinated-sparkling-water.jpg
/caffeine-content/lipton-iced-tea,Lipton Iced Tea,other,20,110,25,1.2,Tea,https://www.caffeineinformer.com/wp-content/caffeine/lipton-iced-tea.jpg
/caffeine-content/lipton-natural-energy-tea,Lipton Natural Energy Tea,other,8,0,75,9.4,Tea,https://www.caffeineinformer.com/wp-content/caffeine/lipton-natural-energy-tea.jpg
/caffeine-content/lipton-tea,Lipton Tea,other,8,0,55,6.9,Tea,https://www.caffeineinformer.com/wp-content/caffeine/lipton-tea.jpg
/caffeine-content/liquid-death-iced-tea,Liquid Death Iced Tea,other,19.2,30,30,1.6,Tea,https://www.caffeineinformer.com/wp-content/caffeine/liquid-death-iced-tea.jpg
/caffeine-content/help-energy-drink,Liquid Help Energy Drink,other,16,0,300,18.8,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/help-energy-drink.jpg
/caffeine-content/liquid-ice-energy-drink,Liquid Ice Energy Drink,other,8.3,120,80,9.6,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/liquid-ice-energy-drink.jpg
/caffeine-content/lift-plus-energy-drink,Live+ Energy Drink,other,16.9,227,150,8.9,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/lift-plus-energy-drink.jpg
/caffeine-content/long-black-espresso,Long Black,other,6,2,154,25.7,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/long-black-espresso.jpg
/caffeine-content/lucozade,Lucozade,other,12.85,133,46,3.6,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/lucozade.jpg
/caffeine-content/pure-lyft,LYFT Energy Mix,other,8,4,125,15.6,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/pure-lyft.jpg
/caffeine-content/m-150-energy-drink,M-150 Energy Drink,other,8.46,155,80,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/m-150-energy-drink.jpg
/caffeine-content/mamma-chia-energy,Mamma Chia Energy,other,10,110,90,9,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/mamma-chia-energy.jpg
/caffeine-content/mana-energy-potion,Mana Energy Potion,other,1.69,25,75,44.4,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/mana-energy-potion.jpg
/caffeine-content/marquis,Marquis Energy Drink,other,12,0,100,8.3,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/marquis.jpg
/caffeine-content/kevita-kombucha,Master Brew Kombucha,other,15.2,60,76,5,Tea,https://www.caffeineinformer.com/wp-content/caffeine/kevita-kombucha.jpg
/caffeine-content/matcha-green-tea,Matcha Tea,other,8,0,64,8,Tea,https://www.caffeineinformer.com/wp-content/caffeine/matcha-green-tea.jpg
/caffeine-content/mati,MATI Energy Drink,other,12,90,110,9.2,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/mati.jpg
/caffeine-content/maxwell-house,Maxwell House Coffee,other,8,0,112,14,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/maxwell-house.jpg
/caffeine-content/max-boost-maxwell-house,Maxwell House Max Boost Coffee,other,8,0,196,24.5,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/max-boost-maxwell-house.jpg
/caffeine-content/mcdonalds-latte,McDonalds (McCafe) Latte,other,16,190,142,8.9,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/mcdonalds-latte.jpg
/caffeine-content/mcdonalds-mocha,McDonalds (McCafe) Mocha,other,16,380,167,10.4,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/mcdonalds-mocha.jpg
/caffeine-content/mcdonalds-large-coffee,McDonalds Coffee,other,16,0,145,9.1,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/mcdonalds-large-coffee.jpg
/caffeine-content/mcdonalds-iced-coffee,McDonalds Iced Coffee,other,11.5,190,133,11.6,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/mcdonalds-iced-coffee.jpg
/caffeine-content/mcdonalds-sweet-iced-tea,McDonalds Sweet Tea,other,32,160,100,3.1,Tea,https://www.caffeineinformer.com/wp-content/caffeine/mcdonalds-sweet-iced-tea.jpg
/caffeine-content/mega-monster-energy-drink,Mega Monster Energy Drink,other,24,320,240,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/mega-monster-energy-drink.jpg
/caffeine-content/mello-yello,Mello Yello,other,12,170,51,4.2,Soda,https://www.caffeineinformer.com/wp-content/caffeine/mello-yello.jpg
/caffeine-content/vpx-meltdown-1-keto,Meltdown Ketone Drink,other,12,18,225,18.8,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/vpx-meltdown-1-keto.jpg
/caffeine-content/mio-energy-water-enhancer,MiO Energy Water Enhancer,other,8,0,60,7.5,Water,https://www.caffeineinformer.com/wp-content/caffeine/mio-energy-water-enhancer.jpg
/caffeine-content/monster-assault-energy-drink,Monster Assault,Monster,16,210,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/monster-assault-energy-drink.jpg
/caffeine-content/monster-dragon-tea,Monster Dragon Tea,Monster,23,100,60,2.6,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/monster-dragon-tea.jpg
/caffeine-content/monster,Monster Energy,Monster,16,210,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/monster.jpg
/caffeine-content/monster-hydro,Monster Hydro,Monster,25.4,150,188,7.4,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/monster-hydro.jpg
/caffeine-content/monster-import,Monster Import,Monster,18.6,190,179,9.6,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/monster-import.jpg
/caffeine-content/monster-lo-carb-uk,Monster Lo-Carb,Monster,16,30,140,8.8,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/monster-lo-carb-uk.jpg
/caffeine-content/monster-juiced-mango-loco,Monster Mango Loco,Monster,16,240,152,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/monster-juiced-mango-loco.jpg
/caffeine-content/monster-mule,Monster Mule,Monster,16,210,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/monster-mule.jpg
/caffeine-content/monster-nitro,Monster Nitro,Monster,16,220,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/monster-nitro.jpg
/caffeine-content/monster-pipeline,Monster Pipeline Punch,Monster,16,190,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/monster-pipeline.jpg
/caffeine-content/monster-rehab-energy-drink,Monster Rehab,Monster,15.5,25,160,10.3,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/monster-rehab-energy-drink.jpg
/caffeine-content/monster-reserve,Monster Reserve,Monster,16,120,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/monster-reserve.jpg
/caffeine-content/monster-ripper,Monster Ripper Energy Juice (UK),Monster,16.91,185,160,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/monster-ripper.jpg
/caffeine-content/monster-doctor,Monster The Doctor VR46 (UK),Monster,16.91,219,160,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/monster-doctor.jpg
/caffeine-content/monster-tour-water,Monster Tour Water,Monster,16,0,0,0,Water,https://www.caffeineinformer.com/wp-content/caffeine/monster-tour-water.jpg
/caffeine-content/monster-ultra-blue,Monster Ultra,Monster,16,10,150,9.4,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/monster-ultra-blue.jpg
